ID,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min,Timestamp
Greg Janicki,DC,D,7,5,0,0,0,0,0,2009
Devon McTavish,DC,D,11,5,0,0,0,0,0,2009
Stephen King,SEA,M,10,3,0,0,0,0,0,2009
Rauwshan McKenzie,KC,D,5,5,0,0,0,0,0,2009
Nathan Sturgis,SEA,M,9,5,0,0,0,0,0,2009
O'Brian White,TOR,F,9,5,0,0,0,0,0,2009
Julian de Guzman,TOR,M,5,5,0,0,0,0,0,2009
Alecko Eskandarian,CHV,F,10,5,0,0,0,0,0,2009
Bryan Jordan,LA,D,19,2,0,0,0,0,0,2009
Michael Videira,NE,M,12,5,0,0,0,0,0,2009
André Luiz,SJ,M,7,7,0,0,0,0,0,2009
Emmanuel Gomez,TOR,D,9,6,0,0,0,0,0,2009
Zach Scott,SEA,D,9,6,0,0,0,0,0,2009
Anthony Wallace,DAL,D,7,6,0,0,0,0,0,2009
Antonio Ribeiro,SJ,M,7,7,0,0,0,0,0,2009
Khano Smith,NY,M,8,6,0,0,0,0,0,2009
Adam Moffat,CLB,M,12,6,0,0,0,0,0,2009
Ali Gerba,TOR,F,11,5,0,0,0,0,0,2009
Tony Sanneh,LA,D,13,5,0,0,0,0,0,2009
Amaechi Igwe,NE,D,11,5,0,0,0,0,0,2009
Aaron Pitchkolan,DAL,D,10,6,0,0,0,0,0,2009
Andy Iro,CLB,D,11,8,0,0,0,0,0,2009
Kelly Gray,SJ,D-M,8,7,0,0,0,0,0,2009
Josh Tudela,LA,M,8,8,0,0,0,0,0,2009
Peter Lowry,CHI,M,9,8,0,0,0,0,0,2009
Craig Waibel,HOU,D,13,8,0,0,0,0,0,2009
Jesus Padilla,CHV,M,11,10,0,0,0,0,0,2009
Bobby Burling,CHV,D,10,7,0,0,0,0,0,2009
Nick Zimmerman,NY,M,11,7,0,0,0,0,0,2009
Marco Velez,TOR,D,15,8,0,0,0,0,0,2009
Julien Baudet,COL,D,10,9,0,0,0,0,0,2009
Blake Wagner,DAL,D-M,15,8,0,0,0,0,0,2009
Kyle Davies,DAL,D,11,10,0,0,0,0,0,2009
Kevin Harmse,CHV,M,12,8,0,0,0,0,0,2009
Andrew Jacobson,DC,M,17,8,0,0,0,0,0,2009
Carlos Mendes,NY,D,12,11,0,0,0,0,0,2009
Jonathan Leathers,KC,D,11,10,0,0,0,0,0,2009
Daniel Torres,DAL,D,15,8,0,0,0,0,0,2009
Tyson Wahl,SEA,D,12,9,0,0,0,0,0,2009
Dasan Robinson,CHI,D,12,9,0,0,0,0,0,2009
Wade Barrett,HOU,D,12,11,0,0,0,0,0,2009
Leonardo González,SEA,D,11,11,0,0,0,0,0,2009
Andrew Boyens,NY,D,14,14,0,0,0,0,0,2009
Pat Phelan,NE,M-D,21,13,0,0,0,0,0,2009
George John,DAL,D,16,15,0,0,0,0,0,2009
Luke Sassano,NY,D,17,12,0,0,0,0,0,2009
Alfredo Pacheco,NY,D,14,14,0,0,0,0,0,2009
Julius James,DC,D,17,13,0,0,0,0,0,2009
Simon Elliott,SJ,M,15,12,0,0,0,0,0,2009
Edson Buddle,LA,F,19,13,0,0,0,0,0,2009
Jason Hernandez,SJ,D,16,16,0,0,0,0,0,2009
Kevin Goldthwaite,NY,D,17,17,0,0,0,0,0,2009
C.J. Brown,CHI,D,18,17,0,0,0,0,0,2009
Shavar Thomas,CHV,D,17,17,0,0,0,0,0,2009
Mike Petke,NY,D,19,18,0,0,0,0,0,2009
Cory Gibbs,COL,D,20,19,0,0,0,0,0,2009
Chad Marshall,SEA,D,18,18,0,0,0,0,0,2009
Stefani Miglioranzi,LA,M,23,20,0,0,0,0,0,2009
Kheli Dube,NE,F,26,20,0,0,0,0,0,2009
Scott Palguta,COL,D,23,19,0,0,0,0,0,2009
Emmanuel Osei,NE,D,23,23,0,0,0,0,0,2009
Tony Beltran,RSL,D,23,21,0,0,0,0,0,2009
Aaron Hohlbein,KC,D,22,22,0,0,0,0,0,2009
Pablo Ricchetti,DAL,D-M,22,22,0,0,0,0,0,2009
Jámison Olave,RSL,D,25,24,0,0,0,0,0,2009
Dejan Jakovic,LAFC,D,23,23,0,0,0,0,0,2009
Nick Garcia,SJ,D,25,25,0,0,0,0,0,2009
Matt Besler,SKC,D,28,26,0,0,0,0,0,2009
Seth Stammler,NY,M-D,26,25,0,0,0,0,0,2009
Gregg Berhalter,LA,D,26,26,0,0,0,0,0,2009
Josh Wolff,KC,F,27,27,0,0,0,0,0,2009
Eddie Gaven,CLB,M,30,27,0,0,0,0,0,2009
Nick LaBrocca,COL,M,29,28,0,0,0,0,0,2009
Clyde Simms,DC,M,28,28,0,0,0,0,0,2009
Bobby Boswell,HOU,D,29,29,0,0,0,0,0,2009
Drew Moor,TOR,D,29,29,0,0,0,0,0,2009
Nat Borchers,RSL,D,30,30,0,0,0,0,0,2009
Darrius Barnes,NE,D,30,30,0,0,0,0,0,2009
Landon Donovan,LA,M-F,24,24,16,5,11,5,0.67,2010
David Ferreira,DAL,M,30,30,13,5,8,5,0.43,2010
Brad Davis,HOU,M,27,25,12,3,6,6,0.5,2010
Sébastien Le Toux,PHI,F,28,28,11,4,6,5,0.39,2010
Patrick Nyarko,CHI,F-M,27,22,10,2,6,4,0.44,2010
Fredy Montero,VAN,F,29,27,10,4,6,4,0.38,2010
Freddie Ljungberg,CHI,M-F,30,27,10,1,3,7,0.37,2010
Bobby Convey,SJ,M,28,28,10,5,7,3,0.36,2010
Javier Morales,RSL,M,26,25,9,3,6,3,0.37,2010
Jamie Smith,COL,M,22,16,8,3,5,3,0.53,2010
Ryan Johnson,SJ,F,27,19,8,3,5,3,0.42,2010
Michael Stephens,LA,M,25,21,8,3,6,2,0.38,2010
Guillermo Barros Schelotto,CLB,F,29,29,8,3,5,3,0.28,2010
Andy Williams,RSL,M,30,20,7,1,6,1,0.34,2010
Alejandro Moreno,PHI,F,26,25,7,1,3,4,0.32,2010
Ryan Smith,CHV,M,26,25,7,3,6,1,0.3,2010
Roger Torres,PHI,M,21,10,6,0,2,4,0.56,2010
Sean Franklin,LA,D,25,24,6,3,5,1,0.25,2010
Mehdi Ballouchy,COL,M,27,25,6,0,2,4,0.25,2010
Nick LaBrocca,TOR,M,28,24,6,1,1,5,0.25,2010
Steve Zakuani,SEA,M,29,27,6,4,3,3,0.24,2010
Conor Casey,COL,F,27,26,6,2,3,3,0.24,2010
Heath Pearce,DAL,D,28,27,6,2,4,2,0.22,2010
Kei Kamara,COL,F,29,27,6,3,3,3,0.22,2010
Joel Lindpere,NY,M,29,29,6,1,3,3,0.21,2010
Kheli Dube,NE,F,20,12,5,0,4,1,0.44,2010
Justin Mapp,CHI,M,25,16,5,2,4,1,0.32,2010
Robbie Russell,RSL,D,22,21,5,2,4,1,0.23,2010
Shalrie Joseph,NE,M,22,22,5,1,5,0,0.23,2010
Brian Mullan,COL,D,29,22,5,1,3,2,0.23,2010
Marco Pappa,CHI,M,25,23,5,1,1,4,0.23,2010
Eddie Gaven,CLB,M,28,28,5,3,2,3,0.19,2010
O'Brian White,TOR,F,24,9,4,0,3,1,0.34,2010
Robbie Findley,RSL,F,24,15,4,2,3,1,0.27,2010
Danny Mwanga,PHI,F,24,17,4,0,3,1,0.25,2010
Dominic Oduro,HOU,M,27,19,4,1,3,1,0.21,2010
Brek Shea,ATL,D,25,21,4,2,2,2,0.2,2010
Alvaro Saborio,RSL,F,27,23,4,1,2,2,0.18,2010
Mike Chabala,HOU,D,25,22,4,1,3,1,0.18,2010
Dan Gargan,TOR,D,27,25,4,1,2,2,0.16,2010
Chris Tierney,NE,D-M,27,26,4,3,2,2,0.16,2010
Michael Harrington,KC,D,29,29,4,2,2,2,0.14,2010
Juan Pablo Angel,NY,F,30,29,4,3,2,2,0.14,2010
Nicholas Lindsay,TOR,F,4,2,3,1,1,2,1.13,2010
Nate Jaqua,SEA,F,15,3,3,1,0,3,0.66,2010
Luis Landin,HOU,F,9,5,3,1,3,0,0.62,2010
Geovanni Deiberson,SJ,F,12,8,3,0,0,3,0.35,2010
Thierry Henry,NY,F,11,11,3,1,1,2,0.31,2010
Sacha Kljestan,ORL,M,10,10,3,0,0,3,0.3,2010
Brad Evans,SEA,D-M,12,11,3,2,2,1,0.28,2010
Eric Alexander,CIN,M,17,12,3,0,1,2,0.26,2010
Macoumba Kandji,COL,F,20,12,3,0,3,0,0.24,2010
Rodolfo Espinoza,CHV,M,15,14,3,1,2,1,0.23,2010
Alan Gordon,CHV,F,21,12,3,1,3,0,0.23,2010
Sanna Nyassi,SEA,M,24,14,3,3,1,2,0.22,2010
Brian Ching,HOU,F,20,16,3,0,2,1,0.19,2010
Craig Rocastle,KC,M,23,18,3,0,2,1,0.18,2010
Baggio Husidic,CHI,M,22,18,3,0,2,1,0.18,2010
Josh Wolff,KC,F,25,16,3,0,1,2,0.17,2010
Brian McBride,CHI,F,26,18,3,1,1,2,0.17,2010
Tony Tchani,NY,M,27,17,3,1,2,1,0.17,2010
Corey Ashe,HOU,M,27,19,3,1,3,0,0.16,2010
Richard Mulrooney,HOU,M,23,19,3,1,3,0,0.16,2010
Michael Lahoud,CHV,M,23,20,3,1,2,1,0.16,2010
Kyle Beckerman,RSL,M,22,21,3,1,2,1,0.15,2010
Osvaldo Alonso,MIN,M,23,21,3,0,2,1,0.14,2010
Kosuke Kimura,COL,D,23,21,3,0,2,1,0.14,2010
Dane Richards,NY,M,25,23,3,1,1,2,0.13,2010
Marko Perovic,NE,M,25,24,3,0,2,1,0.13,2010
Justin Braun,CHV,F,28,24,3,1,0,3,0.13,2010
Dwayne De Rosario,TOR,M,27,24,3,1,3,0,0.12,2010
Logan Pause,CHI,M,26,26,3,0,1,2,0.12,2010
Davy Arnaud,KC,M,27,27,3,1,1,2,0.12,2010
James Riley,SEA,D,27,27,3,0,1,2,0.11,2010
Omar Cummings,COL,F,29,28,3,1,1,2,0.11,2010
Pablo Mastroeni,COL,M,29,29,3,1,1,2,0.11,2010
Mariano Trujillo,CHV,D,28,28,3,0,2,1,0.11,2010
Chris Klein,LA,M,11,3,2,1,0,2,0.59,2010
Jason Garey,CLB,F,22,9,2,0,0,2,0.23,2010
Marvin Chávez,DAL,M,16,10,2,1,2,0,0.22,2010
Tristan Bowen,LA,F,17,10,2,2,1,1,0.21,2010
Rodney Wallace,SKC,D,11,11,2,0,2,0,0.19,2010
Jovan Kirovski,LA,M-F,21,11,2,2,1,1,0.19,2010
Ilija Stolica,NE,F,14,13,2,1,1,1,0.17,2010
Maicon Santos,CHV,F,22,13,2,1,1,1,0.15,2010
Jacob Peterson,TOR,F,24,15,2,2,1,1,0.14,2010
Danny Cruz,HOU,M-F,25,14,2,0,1,1,0.13,2010
Teal Bunbury,NE,F,26,13,2,1,0,2,0.12,2010
Nathan Sturgis,SEA,M,20,16,2,1,2,0,0.12,2010
Fabian Espindola,RSL,F,22,19,2,2,1,1,0.12,2010
Chad Barrett,TOR,F,23,18,2,1,2,0,0.12,2010
Chris Albright,NY,D,18,18,2,0,2,0,0.11,2010
Dax McCarty,CHI,M,21,18,2,1,0,2,0.11,2010
Eddie Robinson,HOU,D,23,19,2,2,2,0,0.11,2010
Steven Lenhart,CLB,F,27,17,2,0,1,1,0.11,2010
Jonathan Bornstein,CHV,D,21,17,2,0,2,0,0.11,2010
Ramiro Corrales,SJ,M,20,18,2,1,2,0,0.11,2010
Frankie Hejduk,CLB,D,20,20,2,0,0,2,0.1,2010
Roy Miller,NY,D,25,21,2,0,0,2,0.09,2010
Chris Birchall,LA,M,25,23,2,1,1,1,0.09,2010
Juninho,LA,M,25,25,2,2,1,1,0.09,2010
Julian de Guzman,TOR,M,25,21,2,0,2,0,0.09,2010
Edson Buddle,LA,F,25,25,2,0,1,1,0.09,2010
Chad Marshall,SEA,D,24,24,2,0,1,1,0.08,2010
Sainey Nyassi,NE,M,28,27,2,1,2,0,0.08,2010
Santino Quaranta,DC,M-F,27,26,2,1,1,1,0.08,2010
Jair Benítez,DAL,D,28,28,2,2,2,0,0.07,2010
Brandon McDonald,SJ,D,29,28,2,1,1,1,0.07,2010
Atiba Harris,DAL,D,29,28,2,1,0,2,0.07,2010
Tyson Wahl,SEA,D,4,2,1,0,1,0,0.37,2010
Sal Zizzo,CHV,D,10,1,1,0,1,0,0.35,2010
Abdus Ibrahim,TOR,F,8,3,1,0,1,0,0.34,2010
Eduardo da Silva,SJ,F,8,2,1,0,1,0,0.3,2010
Mike Seamon,SEA,M-F,8,3,1,0,1,0,0.29,2010
Nelson González,RSL,M,12,3,1,0,1,0,0.27,2010
Jonathan Leathers,KC,D,8,3,1,0,1,0,0.25,2010
Pablo Campos,RSL,F,16,3,1,0,1,0,0.21,2010
Eric Avila,DAL,M,18,1,1,0,1,0,0.2,2010
David Beckham,LA,M,7,5,1,1,0,1,0.19,2010
Álvaro Fernández,SEA,M,12,4,1,0,0,1,0.19,2010
Birahim Diop,KC,M,14,7,1,0,1,0,0.18,2010
Scott Sealy,SJ,F,15,5,1,0,1,0,0.17,2010
Miguel Ferrer,TOR,F,9,5,1,0,1,0,0.17,2010
Anthony Wallace,COL,D,9,7,1,0,1,0,0.16,2010
Giancarlo Maldonado,CHV,F,10,7,1,0,1,0,0.15,2010
Pat Noonan,SEA,F,12,8,1,0,1,0,0.13,2010
André Luiz,SJ,M,9,9,1,0,1,0,0.13,2010
Adam Cristman,DC,F,17,8,1,1,1,0,0.13,2010
Adrian Serioux,HOU,D,13,7,1,0,1,0,0.13,2010
Khano Smith,NE,M,16,6,1,0,0,1,0.12,2010
Khari Stephenson,SJ,M,11,11,1,1,1,0,0.12,2010
Rafa Márquez,NY,M,10,10,1,1,1,0,0.11,2010
Mike Magee,LA,M,16,9,1,0,1,0,0.11,2010
Jackson Goncalves,DAL,M,12,9,1,1,0,1,0.11,2010
Cam Weaver,HOU,F,14,9,1,0,0,1,0.11,2010
Marcelo Saragosa,CHV,M,14,9,1,0,1,0,0.11,2010
Alex Cazumba,LA,M,18,8,1,0,1,0,0.11,2010
Milton Rodriguez,DAL,F,13,13,1,1,0,1,0.11,2010
Emilio Rentería,CLB,F,19,9,1,1,0,1,0.11,2010
Jeremy Hall,NY,D-M,13,9,1,0,1,0,0.1,2010
Collins John,CHI,F,17,10,1,0,1,0,0.1,2010
Sinisa Ubiparipovic,NY,F-M,18,11,1,0,0,1,0.1,2010
Steven Kinney,CHI,D,13,10,1,1,1,0,0.09,2010
Shaun Francis,CLB,D,12,10,1,0,0,1,0.09,2010
Niouky Desire,NE,M,13,11,1,1,1,0,0.08,2010
Pablo Hernandez,DC,F,14,13,1,0,1,0,0.08,2010
Danleigh Borman,NY,D,18,13,1,0,0,1,0.08,2010
Chris Pontius,LA,M,17,13,1,1,0,1,0.08,2010
Arturo Alvarez,SJ,M,19,11,1,1,1,0,0.07,2010
Joey Gjertsen,SJ,M,18,16,1,1,1,0,0.07,2010
Danny O'Rourke,CLB,D,17,14,1,0,0,1,0.07,2010
Dasan Robinson,CHI,D,17,17,1,1,0,1,0.07,2010
Blair Gavin,CHV,M,16,16,1,0,1,0,0.07,2010
Bobby Burling,SJ,D,18,16,1,1,0,1,0.06,2010
Stephen King,DC,M,20,16,1,0,0,1,0.06,2010
Tyrone Marshall,SEA,D,20,14,1,1,0,1,0.06,2010
Seth Stammler,NY,M-D,21,17,1,1,1,0,0.06,2010
Jeff Cunningham,DAL,F,27,13,1,0,0,1,0.06,2010
Tony Beltran,RSL,D,18,17,1,1,1,0,0.06,2010
Ben Zemanski,CHV,M,22,17,1,0,1,0,0.06,2010
Ned Grabavoy,RSL,M,23,18,1,1,1,0,0.06,2010
Krzysztof Krol,CHI,D,19,17,1,0,0,1,0.06,2010
Tim Ward,CHI,D,19,18,1,1,0,1,0.05,2010
Stéphane Auvray,KC,M,21,21,1,0,1,0,0.05,2010
Jeff Parke,SEA,D,20,20,1,0,1,0,0.05,2010
Emmanuel Osei,NE,D,21,18,1,0,0,1,0.05,2010
Sam Cronin,SJ,M,23,20,1,1,1,0,0.05,2010
Ante Jazic,CHV,D,21,21,1,1,1,0,0.05,2010
Carlos Mendes,NY,D,21,20,1,0,1,0,0.05,2010
Nick Garcia,TOR,D,23,20,1,0,0,1,0.05,2010
Kevin Alston,NE,D,22,22,1,0,1,0,0.05,2010
Dario Delgado,CHV,D,22,21,1,0,1,0,0.05,2010
Fred,PHI,M,25,24,1,0,0,1,0.05,2010
Adam Moffat,CLB,M,24,23,1,1,1,0,0.05,2010
Andy Najar,DC,M-F,26,22,1,0,1,0,0.05,2010
Lovel Palmer,HOU,D,26,24,1,0,0,1,0.04,2010
Andy Iro,CLB,D,25,24,1,0,0,1,0.04,2010
Pat Phelan,NE,M-D,28,25,1,0,0,1,0.04,2010
Will Johnson,ORL,D,28,24,1,0,1,0,0.04,2010
Roger Espinoza,SKC,M,25,25,1,1,0,1,0.04,2010
Bobby Boswell,HOU,D,26,26,1,0,0,1,0.04,2010
Chris Wondolowski,SJ,F,28,26,1,0,0,1,0.04,2010
Leonardo González,SEA,D,27,27,1,0,1,0,0.04,2010
Andre Hainault,HOU,D,28,26,1,0,1,0,0.04,2010
Todd Dunivant,LA,D,27,27,1,0,1,0,0.04,2010
Jason Hernandez,SJ,D,27,27,1,0,0,1,0.04,2010
Danny Califf,PHI,D,28,28,1,0,1,0,0.04,2010
Jeff Larentowicz,ATL,M,30,29,1,0,1,0,0.03,2010
Jordan Harvey,LAFC,D,30,29,1,0,0,1,0.03,2010
Kevin Goldthwaite,NY,D,0,0,0,0,0,0,0,2010
Rob Valentino,COL,D,0,0,0,0,0,0,0,2010
Ciaran O'Brien,COL,M,0,0,0,0,0,0,0,2010
Mauricio Castro,NE,M,0,0,0,0,0,0,0,2010
Alex Nimo,RSL,F-M,0,0,0,0,0,0,0,2010
David Horst,RSL,D,0,0,0,0,0,0,0,2010
Michael Videira,NE,M,0,0,0,0,0,0,0,2010
Ali Gerba,TOR,F,0,0,0,0,0,0,0,2010
Peri Marosevic,DAL,F,0,0,0,0,0,0,0,2010
Michael Holody,COL,D,0,0,0,0,0,0,0,2010
Ross Schunk,COL,F,0,0,0,0,0,0,0,2010
Andrew Boyens,NY,D,0,0,0,0,0,0,0,2010
Steve Ralston,NE,M,0,0,0,0,0,0,0,2010
Bryan Namoff,DC,D,0,0,0,0,0,0,0,2010
Taylor Twellman,NE,F,0,0,0,0,0,0,0,2010
Nick Kounenakis,KC,D,0,0,0,0,0,0,0,2010
Zoltan Hercegfalvi,KC,F,0,0,0,0,0,0,0,2010
Emmanuel Gomez,TOR,D,0,0,0,0,0,0,0,2010
Eduardo Lillingston,CHV,F,0,0,0,0,0,0,0,2010
Tiyiselani Shipalane,DC,M,0,0,0,0,0,0,0,2010
Lyle Adams,DC,D,0,0,0,0,0,0,0,2010
Othaniel Yanez,CLB,M,0,0,0,0,0,0,0,2010
Giorgi Chirgadze,NY,F,0,0,0,0,0,0,0,2010
Austin da Luz,NY,M,0,0,0,0,0,0,0,2010
Irving Garcia,NY,M,0,0,0,0,0,0,0,2010
Oscar Murillo,COL,D,0,0,0,0,0,0,0,2010
Sunil Chhetri,KC,F,0,0,0,0,0,0,0,2010
Igor Kostrov,KC,M,0,0,0,0,0,0,0,2010
Luis Gil,RSL,M,0,0,0,0,0,0,0,2010
Andrew Wiedeman,DAL,F,0,0,0,0,0,0,0,2010
Zac Herold,TOR,D,0,0,0,0,0,0,0,2010
Cesar Zamora,CHV,M,0,0,0,0,0,0,0,2010
J.T. Noone,PHI,M,0,0,0,0,0,0,0,2010
Josh Williams,CLB,D,0,0,0,0,0,0,0,2010
Davy Armstrong,COL,M,0,0,0,0,0,0,0,2010
Victor Pineda,CHI,M,0,0,0,0,0,0,0,2010
Conor Shanosky,DC,M-D,0,0,0,0,0,0,0,2010
Jamar Beasley,KC,M,0,0,0,0,0,0,0,2010
Doneil Henry,VAN,D,1,0,0,0,0,0,0,2010
Francisco Navas Cobo,HOU,M,1,0,0,0,0,0,0,2010
Sergio Herrera,CLB,F,1,0,0,0,0,0,0,2010
Taylor Graham,SEA,D,1,0,0,0,0,0,0,2010
Edson Edward,DAL,D,1,0,0,0,0,0,0,2010
Bryan de la Fuente,CHV,F,1,0,0,0,0,0,0,2010
John Rodrigues,DC,D,1,0,0,0,0,0,0,2010
Andre Akpan,COL,F,1,0,0,0,0,0,0,2010
Bryan Leyva,DAL,M,1,0,0,0,0,0,0,2010
Juan Agudelo,NE,F,2,0,0,0,0,0,0,2010
Nico Colaluca,NE,M,1,0,0,0,0,0,0,2010
Roberto Linck,NE,F-M,2,0,0,0,0,0,0,2010
Conor Chinn,NY,F,5,0,0,0,0,0,0,2010
Samuel Appiah,HOU,M,2,0,0,0,0,0,0,2010
Jason Yeisley,DAL,F,5,0,0,0,0,0,0,2010
Toni Stahl,PHI,M,1,1,0,0,0,0,0,2010
Duncan Oughton,CLB,D,3,0,0,0,0,0,0,2010
Leandre Griffit,CLB,M,3,0,0,0,0,0,0,2010
Junior Carreiro,DC,M,3,0,0,0,0,0,0,2010
Alex Zotinca,CHV,D,1,1,0,0,0,0,0,2010
Santiago Hirsig,KC,M,1,1,0,0,0,0,0,2010
Mike Fucito,SEA,F,4,0,0,0,0,0,0,2010
Ruben Luna,DAL,F,4,0,0,0,0,0,0,2010
Justin Morrow,TOR,D,3,0,0,0,0,0,0,2010
Javier Robles,SJ,M,2,1,0,0,0,0,0,2010
Paulo Jr.,RSL,F,3,0,0,0,0,0,0,2010
José Macotelo,CHV,M-F,3,0,0,0,0,0,0,2010
Stefan Dimitrov,CHI,F,5,1,0,0,0,0,0,2010
Ross LaBauex,COL,M,5,1,0,0,0,0,0,2010
Omar Jasseh,SJ,M,4,0,0,0,0,0,0,2010
David Myrie,PHI,D,1,1,0,0,0,0,0,2010
Ramon Sanchez,SJ,M,3,1,0,0,0,0,0,2010
Barry Rice,DC,D,2,1,0,0,0,0,0,2010
David Estrada,SEA,M-F,3,1,0,0,0,0,0,2010
Chris Schuler,RSL,D,1,1,0,0,0,0,0,2010
Jim Brennan,TOR,D,1,1,0,0,0,0,0,2010
Brian Nielsen,NY,M,2,1,0,0,0,0,0,2010
Julio Martinez,CHI,M,3,2,0,0,0,0,0,2010
Aaron Hohlbein,KC,D,2,1,0,0,0,0,0,2010
Corben Bone,CIN,M,5,1,0,0,0,0,0,2010
Luke Sassano,NY,D,3,2,0,0,0,0,0,2010
Korede Aiyegbusi,KC,D,5,1,0,0,0,0,0,2010
Edgaras Jankauskas,NE,F,4,0,0,0,0,0,0,2010
Gerson Mayen,SLV,M,4,2,0,0,0,0,0,2010
Luciano Emilio,DC,F,4,1,0,0,0,0,0,2010
Nick Zimmerman,PHI,M,8,1,0,0,0,0,0,2010
Dilly Duka,CLB,M,3,2,0,0,0,0,0,2010
Miguel Montaño,SEA,F,6,1,0,0,0,0,0,2010
Kyle Davies,DAL,D,3,2,0,0,0,0,0,2010
Carlos Varela,DC,M,6,1,0,0,0,0,0,2010
Yohance Marshall,LA,D,2,2,0,0,0,0,0,2010
Clint Mathis,LA,M,9,0,0,0,0,0,0,2010
John Wolyniec,NY,F,4,2,0,0,0,0,0,2010
Claudio Lopez,COL,F,11,0,0,0,0,0,0,2010
Andrés Mendoza,CLB,F,8,1,0,0,0,0,0,2010
Brandon Barklage,DC,D,3,2,0,0,0,0,0,2010
Anthony Obodai,HOU,M,4,4,0,0,0,0,0,2010
Gabe Gala,TOR,M,10,1,0,0,0,0,0,2010
Rauwshan McKenzie,RSL,D,4,2,0,0,0,0,0,2010
Craig Waibel,HOU,D,4,3,0,0,0,0,0,2010
Bruno Guarda,DAL,M,9,2,0,0,0,0,0,2010
Quincy Amarikwa,DC,F,14,2,0,0,0,0,0,2010
Eddie Lewis,LA,M,13,1,0,0,0,0,0,2010
Bryan Jordan,LA,D,8,2,0,0,0,0,0,2010
Thabiso Khumalo,DC,F,8,3,0,0,0,0,0,2010
Yamith Cuesta,CHV,D,6,3,0,0,0,0,0,2010
Chukwudi Chijindu,CHV,M,12,2,0,0,0,0,0,2010
Maykel Galindo,CHV,F,6,4,0,0,0,0,0,2010
Jack McInerney,PHI,F,17,1,0,0,0,0,0,2010
Zach Scott,SEA,D,4,4,0,0,0,0,0,2010
Marc Burch,DC,D,4,4,0,0,0,0,0,2010
Carl Robinson,NY,M,10,3,0,0,0,0,0,2010
Jason Griffiths,NE,M,10,4,0,0,0,0,0,2010
Zak Boggs,NE,M,9,4,0,0,0,0,0,2010
John Thorrington,CHI,M,5,5,0,0,0,0,0,2010
William Romero,CHV,M,9,5,0,0,0,0,0,2010
Collen Warner,RSL,M,13,4,0,0,0,0,0,2010
Kevin Burns,CLB,M,9,4,0,0,0,0,0,2010
Brad Ring,SJ,D,11,4,0,0,0,0,0,2010
Amobi Okugo,PHI,D-M,11,4,0,0,0,0,0,2010
Gonzalo Segares,CHI,D,6,6,0,0,0,0,0,2010
Jorge Villafaña,POR,D,8,6,0,0,0,0,0,2010
Carlos Borja,CHV,D,8,4,0,0,0,0,0,2010
Nery Castillo,CHI,F,8,6,0,0,0,0,0,2010
Jean-Marc Alexandre,HAI,F,15,5,0,0,0,0,0,2010
Deris Umanzor,CHI,D,10,5,0,0,0,0,0,2010
Roger Levesque,SEA,M,16,5,0,0,0,0,0,2010
Pablo Escobar,KC,D,7,7,0,0,0,0,0,2010
Calen Carr,CHI,F,14,4,0,0,0,0,0,2010
Graham Zusi,SKC,M,19,4,0,0,0,0,0,2010
Peter Vagenas,SEA,M,7,7,0,0,0,0,0,2010
Scott Palguta,COL,D,16,5,0,0,0,0,0,2010
Chance Myers,KC,D,15,6,0,0,0,0,0,2010
Ryan Cochrane,HOU,D,12,5,0,0,0,0,0,2010
Joseph Ngwenya,HOU,F,12,6,0,0,0,0,0,2010
Joseph Nane,TOR,M,11,8,0,0,0,0,0,2010
Juan Diego González,PHI,D,7,7,0,0,0,0,0,2010
Eduardo Coudet,PHI,M,9,9,0,0,0,0,0,2010
Steven Beitashour,LAFC,D,8,7,0,0,0,0,0,2010
Kwame Watson-Siriboe,CHI,D,10,7,0,0,0,0,0,2010
Christian Castillo,DC,M,10,8,0,0,0,0,0,2010
Bratislav Ristic,CHI,M,8,8,0,0,0,0,0,2010
Juan Pena,DC,D,10,9,0,0,0,0,0,2010
Dema Kovalenko,LA,M,9,8,0,0,0,0,0,2010
Sheanon Williams,PHI,D-M,8,8,0,0,0,0,0,2010
Salou Ibrahim,NY,F,19,8,0,0,0,0,0,2010
Raivis Hscanovics,TOR,D,11,10,0,0,0,0,0,2010
Branko Boskovic,DC,M,13,8,0,0,0,0,0,2010
Shea Salinas,SJ,M,17,7,0,0,0,0,0,2010
Kyle Nakazawa,PHI,M,14,8,0,0,0,0,0,2010
Jhon Kennedy Hurtado,SEA,D,9,9,0,0,0,0,0,2010
Leonardo,LA,D,10,10,0,0,0,0,0,2010
Colin Clark,COL,M,16,9,0,0,0,0,0,2010
Amadou Sanyang,TOR,D,13,12,0,0,0,0,0,2010
Jaime Moreno,DC,F,21,8,0,0,0,0,0,2010
Ike Opara,MIN,D,11,10,0,0,0,0,0,2010
Abdoulie Mansally,NE,D,21,8,0,0,0,0,0,2010
Blaise Nkufo,SEA,F,11,11,0,0,0,0,0,2010
Cornell Glen,SJ,F,21,10,0,0,0,0,0,2010
Ty Harden,TOR,D,12,10,0,0,0,0,0,2010
Gino Padula,CLB,D,15,13,0,0,0,0,0,2010
Peter Lowry,CHI,M,15,12,0,0,0,0,0,2010
Matt Besler,SKC,D,12,10,0,0,0,0,0,2010
Mike Banner,CHI,M,18,9,0,0,0,0,0,2010
Maksim Usanov,TOR,D,14,13,0,0,0,0,0,2010
Mike Petke,NY,D,16,11,0,0,0,0,0,2010
